FlightID,AircraftModel,TailNumber
F8596,Boeing 787-8,VT-NEH
F8597,Airbus A320,VT-AGC
F8598,Boeing 737-900,VT-BMT
F8599,Airbus A319,VT-PPU
F8600,Airbus A319,VT-GHG
F8601,Boeing 777-300ER,VT-LVU
F8602,Airbus A320,VT-FEB
F8603,ATR 72-600,VT-KPE
F8604,Bombardier Q400,VT-PNI
F8605,Airbus A320,VT-TEF
F8606,Airbus A320,VT-IHU
F8607,Boeing 737-900,VT-FNA
F8608,Boeing 737-900,VT-FQC
F8609,Bombardier Q400,VT-CSS
F8610,Boeing 777-300ER,VT-ERP
F8611,Boeing 777-300ER,VT-BLA
F8612,ATR 72-600,VT-RNQ
F8613,Boeing 737-900,VT-CTK
F8614,Bombardier Q400,VT-SJT
F8615,Boeing 777-300ER,VT-ZEN
F8616,Boeing 777-300ER,VT-OMH
F8617,Airbus A319,VT-CMM
F8618,Boeing 777-300ER,VT-HVJ
F8619,Boeing 737-900,VT-OWS
F8620,Boeing 737-800,VT-SGJ
F8621,Boeing 737-900,VT-QPU
F8622,Airbus A320,VT-UEP
F8623,Boeing 737-900,VT-HXX
F8624,Airbus A321,VT-AGN
F8625,Airbus A319,VT-RSB
F8626,Airbus A319,VT-ZBZ
F8627,Airbus A321,VT-JWC
F8628,ATR 72-600,VT-LZC
F8629,Boeing 777-300ER,VT-SFG
F8630,Boeing 787-8,VT-FEX
F8631,Airbus A321,VT-KJT
F8632,Airbus A321,VT-WAR
F8633,Airbus A320,VT-VBQ
F8634,Boeing 737-800,VT-ZPN
F8635,Airbus A321,VT-BWN
F8636,Boeing 737-900,VT-QCM
F8637,Airbus A320,VT-OWG
F8638,Boeing 787-8,VT-DJY
F8639,Boeing 777-300ER,VT-BDM
F8640,Airbus A319,VT-LEC
F8641,Boeing 737-800,VT-RNR
F8642,Airbus A321,VT-BZI
F8643,ATR 72-600,VT-FNL
F8644,Airbus A321,VT-GGK
F8645,Bombardier Q400,VT-MCC
F8646,Boeing 787-8,VT-BWL
F8647,Boeing 737-900,VT-GJW
F8648,Boeing 737-900,VT-MPK
F8649,Boeing 737-900,VT-PKJ
F8650,Airbus A320,VT-XZG
F8651,Airbus A320,VT-MIX
F8652,ATR 72-600,VT-TXL
F8653,Airbus A319,VT-YNF
F8654,Boeing 777-300ER,VT-XKT
F8655,Bombardier Q400,VT-TXN
F8656,Boeing 787-8,VT-ZTO
F8657,Boeing 737-800,VT-PJG
F8658,Boeing 777-300ER,VT-OYA
F8659,ATR 72-600,VT-OZS
F8660,Boeing 777-300ER,VT-PYZ
F8661,ATR 72-600,VT-DAJ
F8662,Boeing 777-300ER,VT-CPK
F8663,ATR 72-600,VT-XAR
F8664,Airbus A320,VT-EDJ
F8665,Airbus A319,VT-ZYR
F8666,Boeing 737-800,VT-UTH
F8667,ATR 72-600,VT-OEV
F8668,Boeing 737-800,VT-VIX
F8669,Boeing 737-800,VT-SLO
F8670,Bombardier Q400,VT-IVA
F8671,Boeing 787-8,VT-REU
F8672,Boeing 737-900,VT-JAU
F8673,Boeing 787-8,VT-UPV
F8674,Boeing 737-900,VT-VTV
F8675,Airbus A320,VT-XZJ
F8676,Boeing 787-8,VT-SKG
F8677,Airbus A321,VT-BUO
F8678,Boeing 787-8,VT-QSG
F8679,ATR 72-600,VT-TXV
F8680,Airbus A319,VT-WOG
F8681,Boeing 777-300ER,VT-MCE
F8682,Airbus A321,VT-XBP
F8683,Airbus A320,VT-KTA
F8684,Bombardier Q400,VT-ATC
F8685,Boeing 777-300ER,VT-WBJ
F8686,Boeing 737-900,VT-ZZR
F8687,ATR 72-600,VT-FAD
F8688,Airbus A321,VT-OBR
F8689,Airbus A321,VT-NHB
F8690,Airbus A321,VT-LXG
F8691,Boeing 787-8,VT-MQX
F8692,Airbus A321,VT-ACN
F8693,Boeing 737-900,VT-BPJ
F8694,Airbus A320,VT-QZD
F8695,Bombardier Q400,VT-GCJ
F8696,ATR 72-600,VT-PBH
F8697,Airbus A319,VT-CVE
F8698,Boeing 737-800,VT-WZS
F8699,Airbus A321,VT-KOG
F8700,Bombardier Q400,VT-VVT
F8701,Airbus A319,VT-HIQ
F8702,Boeing 777-300ER,VT-WWX
F8703,Boeing 787-8,VT-AJX
F8704,Boeing 737-900,VT-UOL
F8705,Boeing 787-8,VT-MYM
F8706,ATR 72-600,VT-ASD
F8707,ATR 72-600,VT-VGJ
F8708,Airbus A321,VT-DIR
F8709,Boeing 787-8,VT-BYL
F8710,Boeing 777-300ER,VT-EZQ
F8711,Bombardier Q400,VT-ZNC
F8712,Airbus A319,VT-BFD
F8713,Boeing 737-800,VT-YHN
F8714,Boeing 737-800,VT-EHP
F8715,Boeing 737-900,VT-JVE
F8716,Boeing 777-300ER,VT-OKL
F8717,Airbus A320,VT-YDS
F8718,Boeing 737-800,VT-UUI
F8719,ATR 72-600,VT-ZEB
F8720,Airbus A321,VT-UCQ
F8721,Boeing 777-300ER,VT-BWN
F8722,Boeing 777-300ER,VT-IFB
F8723,ATR 72-600,VT-MVT
F8724,ATR 72-600,VT-FMA
F8725,Airbus A321,VT-IGM
F8726,Airbus A319,VT-OFN
F8727,Airbus A320,VT-OWA
F8728,Airbus A320,VT-YHS
F8729,Airbus A319,VT-URW
F8730,Boeing 737-800,VT-QYT
F8731,Airbus A319,VT-DFY
F8732,Airbus A321,VT-VKR
F8733,Airbus A319,VT-ROK
F8734,Airbus A321,VT-BUC
F8735,Boeing 737-900,VT-PSZ
F8736,Airbus A321,VT-IBS
F8737,Boeing 777-300ER,VT-QYF
F8738,Airbus A320,VT-GGB
F8739,Boeing 787-8,VT-EBI
F8740,Airbus A319,VT-KQV
F8741,Boeing 787-8,VT-IID
F8742,Boeing 787-8,VT-JYJ
F8743,Airbus A320,VT-KYT
F8744,Boeing 737-900,VT-SPD
F8745,Airbus A320,VT-EWU
F8746,Boeing 737-800,VT-RDT
F8747,Airbus A319,VT-VZC
F8748,Boeing 737-800,VT-EJK
F8749,ATR 72-600,VT-DSR
F8750,Airbus A320,VT-MVZ
F8751,Airbus A321,VT-JEJ
F8752,Airbus A320,VT-WSH
F8753,Boeing 737-800,VT-BGA
F8754,Airbus A319,VT-NJX
F8755,Boeing 777-300ER,VT-WVN
F8756,Airbus A321,VT-MFG
F8757,Boeing 787-8,VT-MQG
F8758,Airbus A320,VT-CSN
F8759,Boeing 777-300ER,VT-JCT
F8760,Airbus A320,VT-VVK
F8761,Boeing 787-8,VT-HXK
F8762,ATR 72-600,VT-WHG
F8763,Airbus A321,VT-NQL
F8764,Boeing 777-300ER,VT-NIR
F8765,ATR 72-600,VT-AWD
F8766,Boeing 737-900,VT-ZKA
F8767,Boeing 787-8,VT-EXE
F8768,Boeing 777-300ER,VT-OOD
F8769,Bombardier Q400,VT-ZID
F8770,Bombardier Q400,VT-ROD
F8771,Bombardier Q400,VT-EPB
F8772,ATR 72-600,VT-VCV
F8773,Airbus A321,VT-THL
F8774,Boeing 737-900,VT-RNV
F8775,Boeing 737-800,VT-UWU
F8776,Boeing 787-8,VT-JVF
F8777,Boeing 737-900,VT-BJI
F8778,Airbus A319,VT-QVB
F8779,Bombardier Q400,VT-AVE
F8780,Airbus A320,VT-YEL
F8781,Boeing 777-300ER,VT-LFJ
F8782,ATR 72-600,VT-QOW
F8783,Airbus A321,VT-HUQ
F8784,Bombardier Q400,VT-JPY
F8785,Boeing 737-900,VT-KYK
F8786,Boeing 777-300ER,VT-PPB
F8787,Boeing 737-900,VT-NVR
F8788,Boeing 787-8,VT-GCD
F8789,Airbus A320,VT-RLB
F8790,Boeing 737-900,VT-YJX
F8791,Boeing 787-8,VT-VYT
F8792,Airbus A320,VT-QXH
F8793,Boeing 777-300ER,VT-LVU
F8794,Boeing 777-300ER,VT-OEB
F8795,Airbus A320,VT-MEA
F8796,Airbus A319,VT-JHV
F8797,Airbus A321,VT-NRK
F8798,Boeing 787-8,VT-VRP
F8799,Airbus A319,VT-YFA
F8800,Airbus A319,VT-NMC
F8801,Airbus A320,VT-QAT
F8802,Bombardier Q400,VT-PKH
F8803,ATR 72-600,VT-KSJ
F8804,Airbus A320,VT-SDX
F8805,Boeing 777-300ER,VT-DES
F8806,Boeing 737-900,VT-FRJ
F8807,Boeing 737-900,VT-LCK
F8808,Boeing 787-8,VT-FAC
F8809,Boeing 777-300ER,VT-FUR
F8810,Boeing 777-300ER,VT-JMK
F8811,ATR 72-600,VT-HMB
F8812,Airbus A321,VT-IYR
F8813,ATR 72-600,VT-QQK
F8814,Airbus A321,VT-HEL
F8815,Boeing 787-8,VT-EUR
F8816,Airbus A320,VT-BPB
F8817,ATR 72-600,VT-SOD
F8818,Boeing 737-800,VT-JYD
F8819,Airbus A320,VT-SFX
F8820,Boeing 737-900,VT-KJE
F8821,Boeing 787-8,VT-FRX
F8822,Boeing 787-8,VT-HDY
F8823,Airbus A319,VT-HPO
F8824,Boeing 777-300ER,VT-ZLK
F8825,Boeing 737-900,VT-SXT
F8826,Boeing 737-800,VT-VXN
F8827,Bombardier Q400,VT-UUO
F8828,Airbus A319,VT-NAT
F8829,Airbus A319,VT-IDH
F8830,Boeing 777-300ER,VT-JAD
F8831,ATR 72-600,VT-ZLM
F8832,Boeing 787-8,VT-WRW
F8833,Boeing 787-8,VT-OTH
F8834,Airbus A319,VT-JTQ
F8835,Airbus A319,VT-EGD
F8836,Airbus A321,VT-NDQ
F8837,Boeing 737-900,VT-OJX
F8838,Boeing 777-300ER,VT-GLU
F8839,ATR 72-600,VT-SUX
F8840,Boeing 737-900,VT-IQT
F8841,Boeing 787-8,VT-XZH
F8842,Boeing 777-300ER,VT-ZEQ
F8843,Boeing 777-300ER,VT-JYN
F8844,Airbus A320,VT-DMP
F8845,Airbus A321,VT-VEW
F8846,Airbus A319,VT-WVC
F8847,Bombardier Q400,VT-TWS
F8848,Boeing 737-800,VT-AOL
F8849,Boeing 777-300ER,VT-DNK
F8850,Airbus A319,VT-EQY
F8851,Boeing 787-8,VT-XUA
F8852,Airbus A320,VT-VNZ
F8853,ATR 72-600,VT-NPT
F8854,Airbus A319,VT-PJN
F8855,Boeing 787-8,VT-XXX
F8856,Airbus A320,VT-SXC
F8857,Bombardier Q400,VT-NON
F8858,Boeing 777-300ER,VT-ASZ
F8859,Airbus A319,VT-LOK
F8860,Boeing 737-900,VT-ILD
F8861,Boeing 777-300ER,VT-JKQ
F8862,Boeing 777-300ER,VT-RJV
F8863,Boeing 737-800,VT-GRS
F8864,Airbus A321,VT-VHJ
F8865,Airbus A319,VT-QEA
F8866,Airbus A321,VT-EIF
F8867,Airbus A320,VT-DJL
F8868,Boeing 737-900,VT-WAU
F8869,Airbus A321,VT-ZCK
F8870,Airbus A321,VT-XDA
F8871,Boeing 787-8,VT-YLQ
F8872,Airbus A319,VT-GQN
F8873,ATR 72-600,VT-NGA
F8874,Bombardier Q400,VT-EOZ
F8875,Airbus A320,VT-DSN
F8876,Bombardier Q400,VT-TUA
F8877,Airbus A320,VT-JJV
F8878,ATR 72-600,VT-WMD
F8879,Airbus A321,VT-MEH
F8880,Boeing 777-300ER,VT-HWC
F8881,Airbus A321,VT-HUP
F8882,Boeing 787-8,VT-ZCO
F8883,Airbus A319,VT-OKD
F8884,Boeing 737-900,VT-PZE
F8885,Boeing 737-900,VT-BCH
F8886,Boeing 787-8,VT-JVW
F8887,Boeing 787-8,VT-CGN
F8888,Bombardier Q400,VT-VIF
F8889,Airbus A320,VT-LZS
F8890,Airbus A319,VT-EVT
F8891,Airbus A321,VT-MND
F8892,Boeing 737-900,VT-XLV
F8893,Boeing 737-800,VT-LKL
F8894,Airbus A320,VT-MVO
F8895,Airbus A320,VT-XKD
F8896,Airbus A319,VT-XNF
F8897,Boeing 777-300ER,VT-OBY
F8898,ATR 72-600,VT-JHH
F8899,Boeing 737-900,VT-QSW
F8900,ATR 72-600,VT-DZQ
F8901,Bombardier Q400,VT-VSC
F8902,Airbus A319,VT-LYB
F8903,Boeing 737-900,VT-UHP
F8904,Boeing 777-300ER,VT-BAY
F8905,Boeing 737-900,VT-ZQT
F8906,Bombardier Q400,VT-BJM
F8907,Boeing 787-8,VT-RUB
F8908,Boeing 737-900,VT-PEY
F8909,Bombardier Q400,VT-VBO
F8910,Airbus A319,VT-OOH
F8911,Airbus A321,VT-DIT
F8912,Boeing 737-800,VT-BHW
F8913,Boeing 737-800,VT-IJF
F8914,Boeing 787-8,VT-JQQ
F8915,Boeing 737-800,VT-LHA
F8916,Airbus A321,VT-XQE
F8917,Boeing 787-8,VT-SCP
F8918,ATR 72-600,VT-YKR
F8919,Airbus A320,VT-KKX
F8920,Airbus A319,VT-WFD
F8921,Bombardier Q400,VT-QEY
F8922,Boeing 777-300ER,VT-WQP
F8923,Airbus A321,VT-TNH
F8924,Airbus A320,VT-LNQ
F8925,Airbus A320,VT-PKR
F8926,Boeing 787-8,VT-AEL
F8927,Boeing 787-8,VT-VMT
F8928,Airbus A321,VT-HJJ
F8929,Boeing 737-900,VT-NHA
F8930,Airbus A320,VT-ILZ
F8931,Boeing 737-900,VT-WUY
F8932,Airbus A321,VT-QKC
F8933,Airbus A320,VT-BNG
F8934,Boeing 737-800,VT-NQT
F8935,Boeing 777-300ER,VT-LRO
F8936,Airbus A319,VT-BJJ
F8937,Airbus A319,VT-FCA
F8938,Boeing 737-900,VT-NRB
F8939,Airbus A319,VT-ASX
F8940,Bombardier Q400,VT-BKJ
F8941,Airbus A321,VT-VVS
F8942,Airbus A321,VT-MEO
F8943,ATR 72-600,VT-IHK
F8944,Airbus A320,VT-ANR
F8945,Boeing 787-8,VT-EWG
F8946,Boeing 737-900,VT-JCF
F8947,Airbus A321,VT-INW
F8948,Boeing 777-300ER,VT-UDV
F8949,Boeing 787-8,VT-FEH
F8950,Airbus A320,VT-ITR
F8951,Airbus A321,VT-KUS
F8952,Boeing 737-900,VT-BNM
F8953,Boeing 737-900,VT-QXO
F8954,Airbus A321,VT-DYA
F8955,Boeing 737-900,VT-AHY
F8956,ATR 72-600,VT-YOE
F8957,ATR 72-600,VT-RXH
F8958,Boeing 787-8,VT-JHT
F8959,Boeing 777-300ER,VT-REP
F8960,Boeing 737-900,VT-VGE
F8961,Airbus A320,VT-IAK
F8962,ATR 72-600,VT-TCK
F8963,Boeing 737-800,VT-SXZ
F8964,Boeing 777-300ER,VT-XPO
F8965,Boeing 737-800,VT-QIT
F8966,Boeing 787-8,VT-BKX
F8967,Boeing 737-900,VT-VEP
F8968,Airbus A320,VT-IWJ
F8969,Boeing 737-800,VT-OMK
F8970,Airbus A319,VT-PLV
F8971,Airbus A320,VT-HAG
F8972,Airbus A319,VT-KBA
F8973,Boeing 777-300ER,VT-TED
F8974,Airbus A321,VT-TTJ
F8975,Boeing 777-300ER,VT-UNA
F8976,Boeing 777-300ER,VT-GIJ
F8977,Airbus A321,VT-UBM
F8978,Boeing 777-300ER,VT-XXF
F8979,Boeing 737-800,VT-WNS
F8980,Boeing 737-800,VT-YXN
F8981,Boeing 737-900,VT-ZZW
F8982,Boeing 777-300ER,VT-ICQ
F8983,Bombardier Q400,VT-WSC
F8984,Boeing 737-800,VT-NMS
F8985,Boeing 737-900,VT-JBE
F8986,Boeing 737-800,VT-IFR
F8987,Boeing 737-900,VT-QUJ
F8988,Boeing 737-800,VT-POI
F8989,Airbus A319,VT-WHK
F8990,Airbus A319,VT-BGS
F8991,Boeing 737-800,VT-AMU
F8992,Boeing 737-900,VT-UKX
F8993,Airbus A321,VT-ADC
F8994,Bombardier Q400,VT-MCH
F8995,Boeing 777-300ER,VT-JZJ
F8996,Boeing 777-300ER,VT-BQP
F8997,Boeing 787-8,VT-PZQ
F8998,Bombardier Q400,VT-SEQ
F8999,Bombardier Q400,VT-BOY
F9000,Airbus A320,VT-YHS
F9001,Boeing 787-8,VT-QIB
F9002,Airbus A319,VT-DYI
F9003,Bombardier Q400,VT-AYT
F9004,Boeing 777-300ER,VT-BBC
F9005,Boeing 787-8,VT-GWK
F9006,Bombardier Q400,VT-HGO
F9007,Boeing 737-800,VT-FJL
F9008,Boeing 777-300ER,VT-WAU
F9009,Airbus A320,VT-TNE
F9010,Bombardier Q400,VT-XXD
F9011,Boeing 737-800,VT-LMD
F9012,Boeing 787-8,VT-THI
F9013,Airbus A321,VT-XQJ
F9014,Boeing 737-800,VT-YZS
F9015,Airbus A320,VT-IEK
F9016,Boeing 787-8,VT-YCL
F9017,Boeing 787-8,VT-MCL
F9018,Airbus A321,VT-PME
F9019,Boeing 737-800,VT-ZFI
F9020,Airbus A320,VT-DBD
F9021,Boeing 787-8,VT-ZWV
F9022,Bombardier Q400,VT-ZIE
F9023,Bombardier Q400,VT-HSU
F9024,Boeing 737-800,VT-PNS
F9025,Boeing 737-800,VT-JLF
F9026,Bombardier Q400,VT-WXN
F9027,Bombardier Q400,VT-UMC
F9028,Bombardier Q400,VT-XTG
F9029,Bombardier Q400,VT-FXD
F9030,Bombardier Q400,VT-JGP
F9031,Boeing 737-800,VT-JMM
F9032,ATR 72-600,VT-GMO
F9033,Boeing 737-900,VT-JAL
F9034,Bombardier Q400,VT-RCY
F9035,Airbus A321,VT-LEX
F9036,Boeing 737-900,VT-IUD
F9037,Boeing 787-8,VT-VNW
F9038,Airbus A321,VT-YBH
F9039,Airbus A320,VT-KMG
F9040,Bombardier Q400,VT-EUX
F9041,Boeing 737-900,VT-PXC
F9042,Boeing 737-800,VT-YDG
F9043,Airbus A319,VT-XSS
F9044,Airbus A320,VT-WTZ
F9045,Boeing 787-8,VT-XNO
F9046,ATR 72-600,VT-ZRI
F9047,Airbus A319,VT-TQO
F9048,Airbus A320,VT-ROF
F9049,Airbus A320,VT-XOB
F9050,Boeing 737-800,VT-UVS
F9051,Boeing 777-300ER,VT-FVO
F9052,Bombardier Q400,VT-COI
F9053,Boeing 737-900,VT-VKH
F9054,Airbus A321,VT-AQS
F9055,Airbus A320,VT-CEU
F9056,Boeing 787-8,VT-JCS
F9057,Boeing 737-800,VT-ZLF
F9058,Airbus A319,VT-JZW
F9059,Bombardier Q400,VT-DBP
F9060,Airbus A320,VT-MRA
F9061,Bombardier Q400,VT-OLY
F9062,Airbus A321,VT-EYY
F9063,Boeing 737-800,VT-RNJ
F9064,Boeing 737-800,VT-OCW
F9065,Boeing 737-900,VT-MWY
F9066,Airbus A320,VT-NTC
F9067,Airbus A320,VT-QWL
F9068,Boeing 737-800,VT-FJC
F9069,Boeing 787-8,VT-GGR
F9070,Boeing 787-8,VT-WJK
F9071,Boeing 737-800,VT-LGR
F9072,Airbus A319,VT-XUL
F9073,Boeing 777-300ER,VT-FUI
F9074,Boeing 737-800,VT-RAN
F9075,Boeing 737-900,VT-SVZ
F9076,ATR 72-600,VT-CFY
F9077,Boeing 737-800,VT-JQW
F9078,Boeing 737-800,VT-QFR
F9079,Airbus A320,VT-FYO
F9080,ATR 72-600,VT-PPJ
F9081,Airbus A320,VT-DEV
F9082,Airbus A319,VT-WMG
F9083,Boeing 737-800,VT-EVT
F9084,Bombardier Q400,VT-SWF
F9085,Boeing 777-300ER,VT-DKR
F9086,Boeing 777-300ER,VT-SGQ
F9087,Bombardier Q400,VT-HVS
F9088,ATR 72-600,VT-WIN
F9089,Airbus A320,VT-TIQ
F9090,Boeing 777-300ER,VT-UWY
F9091,Airbus A321,VT-WIV
F9092,Boeing 737-800,VT-RLG
F9093,Boeing 737-800,VT-IRN
F9094,Boeing 787-8,VT-AYN
F9095,ATR 72-600,VT-JZL
F9096,Boeing 777-300ER,VT-NLI
F9097,Bombardier Q400,VT-AHE
F9098,Airbus A319,VT-XZN
F9099,Boeing 737-900,VT-FAY
F9100,Airbus A319,VT-SXJ
F9101,Airbus A320,VT-GYC
F9102,Airbus A319,VT-FER
F9103,Airbus A319,VT-PKK
F9104,ATR 72-600,VT-WMI
F9105,Boeing 787-8,VT-SVO
F9106,Airbus A320,VT-ZTZ
F9107,Airbus A320,VT-UXS
F9108,Boeing 777-300ER,VT-VKW
F9109,Boeing 737-800,VT-APV
F9110,Airbus A319,VT-ITX
F9111,Airbus A321,VT-PLL
F9112,Boeing 737-900,VT-SZK
F9113,Boeing 737-800,VT-DQK
F9114,Airbus A321,VT-UWQ
F9115,Airbus A320,VT-RDQ
F9116,Airbus A319,VT-DXB
F9117,Boeing 777-300ER,VT-CIW
F9118,Boeing 737-800,VT-ITJ
F9119,Airbus A321,VT-JPJ
F9120,ATR 72-600,VT-YOT
F9121,Airbus A321,VT-JCD
F9122,Boeing 737-900,VT-PKY
F9123,Airbus A319,VT-WOJ
F9124,Airbus A321,VT-JND
F9125,Boeing 777-300ER,VT-QQK
F9126,Boeing 787-8,VT-OQL
F9127,ATR 72-600,VT-WKY
F9128,Boeing 777-300ER,VT-MAA
F9129,ATR 72-600,VT-XKI
F9130,Airbus A320,VT-HZD
F9131,Bombardier Q400,VT-JUQ
F9132,Airbus A321,VT-NYO
F9133,Airbus A320,VT-LVS
F9134,Bombardier Q400,VT-HQR
F9135,Boeing 737-800,VT-WCW
F9136,Boeing 787-8,VT-GAQ
F9137,ATR 72-600,VT-VXL
F9138,Airbus A321,VT-SMV
F9139,Boeing 737-900,VT-EKU
F9140,Airbus A319,VT-YFJ
F9141,Boeing 777-300ER,VT-IEI
F9142,Boeing 787-8,VT-TKI
F9143,Boeing 787-8,VT-BHC
F9144,Boeing 777-300ER,VT-SUX
F9145,Airbus A319,VT-UVN
F9146,Boeing 737-900,VT-VRY
F9147,Boeing 737-800,VT-XPF
F9148,Bombardier Q400,VT-FKB
F9149,Bombardier Q400,VT-QVB
F9150,Airbus A321,VT-VQF
F9151,Boeing 787-8,VT-NRO
F9152,Boeing 777-300ER,VT-AMN
F9153,Boeing 737-900,VT-NDU
F9154,Boeing 737-800,VT-TPY
F9155,Boeing 737-800,VT-OVN
F9156,Airbus A320,VT-FSS
F9157,Airbus A319,VT-RZI
F9158,Bombardier Q400,VT-MTM
F9159,Boeing 737-900,VT-EIQ
F9160,Airbus A321,VT-OGC
F9161,Airbus A321,VT-YJD
F9162,Boeing 777-300ER,VT-XLO
F9163,Boeing 777-300ER,VT-ADV
F9164,Bombardier Q400,VT-HBQ
F9165,Boeing 737-800,VT-LDZ
F9166,ATR 72-600,VT-QPZ
F9167,Airbus A321,VT-IJX
F9168,Airbus A320,VT-LSE
F9169,Boeing 787-8,VT-WFD
F9170,Bombardier Q400,VT-LIK
F9171,Bombardier Q400,VT-LZB
F9172,Bombardier Q400,VT-SNI
F9173,Airbus A320,VT-AVV
F9174,Airbus A319,VT-BXZ
F9175,Boeing 787-8,VT-WMB
F9176,Airbus A320,VT-NVT
F9177,Boeing 737-900,VT-GSF
F9178,Boeing 737-900,VT-YTS
F9179,Boeing 777-300ER,VT-NQO
F9180,Bombardier Q400,VT-GRD
F9181,Boeing 777-300ER,VT-UHC
F9182,ATR 72-600,VT-NDV
F9183,Airbus A319,VT-YOW
F9184,Airbus A319,VT-POV
F9185,Boeing 737-900,VT-AXC
F9186,Boeing 787-8,VT-PTZ
F9187,Airbus A321,VT-UVC
F9188,Boeing 737-900,VT-IVG
F9189,Boeing 787-8,VT-ZCN
F9190,ATR 72-600,VT-KXH
F9191,Boeing 787-8,VT-OPJ
F9192,Airbus A320,VT-KTZ
F9193,Boeing 737-800,VT-WLU
F9194,Bombardier Q400,VT-NTX
F9195,ATR 72-600,VT-NVD
F9196,ATR 72-600,VT-RIB
F9197,Bombardier Q400,VT-PAX
F9198,ATR 72-600,VT-FHQ
F9199,Airbus A319,VT-OUR
F9200,Boeing 777-300ER,VT-WJI
F9201,Airbus A319,VT-OBS
F9202,Boeing 787-8,VT-JMR
F9203,Bombardier Q400,VT-WJF
F9204,Bombardier Q400,VT-CAL
F9205,Airbus A319,VT-BMQ
F9206,Boeing 737-900,VT-WLN
F9207,Boeing 787-8,VT-PDZ
F9208,Airbus A320,VT-YWL
F9209,Airbus A320,VT-BBG
F9210,Airbus A321,VT-HOD
F9211,Airbus A320,VT-RGY
F9212,Airbus A319,VT-AFM
F9213,Bombardier Q400,VT-HRG
F9214,Boeing 737-800,VT-YZI
F9215,Boeing 777-300ER,VT-LSA
F9216,Airbus A321,VT-ANY
F9217,ATR 72-600,VT-GJJ
F9218,ATR 72-600,VT-MGU
F9219,ATR 72-600,VT-WHL
F9220,Boeing 787-8,VT-KTS
F9221,Bombardier Q400,VT-OGX
F9222,Bombardier Q400,VT-QBN
F9223,Bombardier Q400,VT-QWM
F9224,Boeing 737-900,VT-BIW
F9225,Boeing 737-900,VT-ZJM
F9226,Airbus A319,VT-QST
F9227,Boeing 787-8,VT-BZO
F9228,Boeing 777-300ER,VT-FIU
F9229,Boeing 737-800,VT-NJG
F9230,ATR 72-600,VT-PFA
F9231,Airbus A320,VT-EJT
F9232,Boeing 737-800,VT-BIJ
F9233,Boeing 777-300ER,VT-YKK
F9234,Boeing 777-300ER,VT-VCC
F9235,Airbus A319,VT-PLO
F9236,Airbus A320,VT-XIZ
F9237,Boeing 737-800,VT-NQT
F9238,Airbus A319,VT-VFK
F9239,Boeing 777-300ER,VT-INE
F9240,Airbus A321,VT-EJK
F9241,Airbus A319,VT-BGQ
F9242,Airbus A319,VT-HCH
F9243,Boeing 737-800,VT-WZI
F9244,ATR 72-600,VT-GMI
F9245,Boeing 777-300ER,VT-AZB
F9246,Boeing 787-8,VT-YVT
F9247,Bombardier Q400,VT-WNZ
F9248,Boeing 737-900,VT-TKC
F9249,Boeing 737-800,VT-FHY
F9250,Airbus A321,VT-NLV
F9251,Boeing 787-8,VT-BCW
F9252,Bombardier Q400,VT-GSS
F9253,Boeing 777-300ER,VT-HOP
F9254,Boeing 787-8,VT-EHL
F9255,Airbus A319,VT-ODX
F9256,Bombardier Q400,VT-QPS
F9257,Boeing 787-8,VT-PBW
F9258,Bombardier Q400,VT-XDY
F9259,Boeing 777-300ER,VT-QEA
F9260,Airbus A319,VT-LPC
F9261,Airbus A321,VT-YDW
F9262,Boeing 787-8,VT-NTC
F9263,Boeing 777-300ER,VT-WFL
F9264,Airbus A319,VT-PNJ
F9265,Boeing 787-8,VT-DCB
F9266,Airbus A321,VT-MZR
F9267,Airbus A321,VT-CWK
F9268,Boeing 787-8,VT-QWH
F9269,Airbus A321,VT-ZYE
F9270,Boeing 777-300ER,VT-LNQ
F9271,Boeing 777-300ER,VT-ISB
F9272,Boeing 737-900,VT-SKN
F9273,Airbus A321,VT-PLM
F9274,ATR 72-600,VT-CAT
F9275,Boeing 737-800,VT-YTB
F9276,Airbus A321,VT-CQT
F9277,Boeing 737-800,VT-MCW
F9278,Airbus A321,VT-YXA
F9279,Boeing 787-8,VT-LUP
F9280,Airbus A319,VT-WDA
F9281,Boeing 787-8,VT-JNC
F9282,Boeing 737-900,VT-TIU
F9283,Boeing 777-300ER,VT-KVX
F9284,Airbus A320,VT-VZR
F9285,Airbus A319,VT-XFE
F9286,Boeing 787-8,VT-KXO
F9287,Airbus A319,VT-MBU
F9288,ATR 72-600,VT-VVI
F9289,Bombardier Q400,VT-XQB
F9290,Airbus A321,VT-JSQ
F9291,Boeing 787-8,VT-HXA
F9292,Airbus A319,VT-VOH
F9293,Airbus A321,VT-GBI
F9294,Boeing 777-300ER,VT-OXU
F9295,Boeing 777-300ER,VT-OZC
F9296,Airbus A320,VT-RDJ
F9297,Boeing 787-8,VT-DSB
F9298,Boeing 737-900,VT-XNT
F9299,Boeing 777-300ER,VT-YUH
F9300,Boeing 787-8,VT-JRJ
F9301,ATR 72-600,VT-YUK
F9302,Boeing 737-900,VT-UYR
F9303,ATR 72-600,VT-BGY
F9304,Bombardier Q400,VT-CEW
F9305,Boeing 787-8,VT-PQC
F9306,Boeing 787-8,VT-RBM
F9307,Boeing 737-800,VT-XYZ
F9308,Bombardier Q400,VT-TLM
